work_id,imprint_date,author,title,format,price,topic,popularity,key_scots,imprints,scots_names
38152-a discourse concerning causes and effects of corpulency together with method for its prevention and cure,1727,"Short, Thomas, 1690?-1772.",A discourse concerning the causes and effects of corpulency,8vo,NA,Scientific Improvement,2,1,"London: printed for J. Roberts, near the Oxford Arms in Warwick Lane (T57823)","Roberts, J."
39325-a new account of east-indies being observations and remarks of capt,1727,"Hamilton, Alexander, -1732?.",A new account of the East Indies,8vo,NA,Literature,2,NA,"Edinburgh: printed by John Mosman One of His Majesty's Printers, and sold at the King's printing-house in Craig's Closs (T85365)",NA
41885-tables of antient coins weights and measures explained and exemplified in several dissertations,1727,"Arbuthnot, John, 1667-1735.","Tables of ancient coins, weights and measures, explain'd and exemplify'd in several dissertations",4to,NA,Scientific Improvement,2,NA,London: Printed for J. Tonson in the Strand (T96634),NA
48267-a letter to dr ------ in answer to tract in bibliotheque ancienne and moderne relating to some passages in,1727,"Baillie, J. (John), -1743.",A letter to Dr. ------ in answer to a tract in the Bibliotheque ancienne & moderne,8vo,Price from imprint: Price 1s,Scientific Improvement,2,1,London: printed for J. Roberts in Warwick-Lane (T995),"Roberts, J."
5508-a poem sacred to memory of sir isaac newton,1727,"Thomson, James, 1700-1748.",A poem sacred to the memory of Sir Isaac Newton,2fo,NA,Literature,7,1,"London: Printed for J. Millan, at Lock's Head in New-street, between Marybone-street and Piccadilly; and sold at his shop near Whiteball (N11769); London: printed for J. Millan; and sold at his shop (N11770); London: printed for J. Millan; and sold at his shop (N40357); London: printed for J. Millan, at Lock's Head in New-Street, between Marybone-Street and Piccadilly; and sold at his shop near Whitehall (T3177); London: printed for J. Millan; and sold at his shop (T42561)","Millan, J."
5509-summer poem,1727,"Thomson, James, 1700-1748.",Summer,8vo,Price from imprint: Price 1s 6d,Literature,7,1,"London: printed for J. Millan, at Locke's-Head in New-Street, near the upper End of the Hay-Market (T33046)","Millan, J."
15718-arete-logia,1728,"Campbell, Archibald, 1691-1756.",Aretē-logia,8vo,NA,Philosophy,4,NA,"London: printed by J. Cluer and A. Campbell, for B. Creake: sold by J. Hazard near Ludgate; and by B. Barker (T113245)",NA
44929-excursion poem in two books,1728,"Mallet, David, 1705?-1765.",The excursion. A poem. In two books,8vo,NA,Literature,2,NA,"London: printed for J. Walthoe, at the Golden-Ball, against the Royal-Exchange in Cornhill (T53836)",NA
4733-an essay on nature and conduct of passions and affections with illustrations on moral sense,1728,"Hutcheson, Francis, 1694-1746.",An essay on the nature and conduct of the passions and affections,8vo,NA,Philosophy,8,1,"London: printed by J. Darby and T. Browne, for John Smith and William Bruce, Booksellers in, Dublin; and sold by J. Osborn and T. Longman in Pater-Noster-Row, and S. Chandler [London] in the Poultrey (T61154)","Longman, T."
48303-history of scotland from 21 february 1436 to march 1565 in which are contained accounts of many remarkable passages altogether differing from our other historians and many facts are related either concealed by some or omitted by others,1728,"Lindsay, Robert, 1500?-1565?.","The history of Scotland; from 21 February, 1436, to March, 1565",2fo,NA,History,2,1,"Edinburgh: Printed by Mr. Baskett and Company, His Majesty's printers, and sold at Mr. Freebairn's Shop in the Parliament-Closs; and at London by Andrew Millar bookseller, at his Shop over against St. Clement's Church in the Strand (T87021)","Millar, Andrew"
54863-an historical account of old peoples hospital commonly called trinity hospital in edinburgh with arguments and motives pleading for assistance to pay off present expensive reparations and to raise fund for maintaining many more people to which is subjoined page 34,1728,"Gairdner, Andrew.","An historical account of the Old Peoples Hospital, commonly called the Trinity Hospital, in Edinburgh; with arguments and motives pleading for assistance to pay off the present expensive reparations, and to raise a fund for maintaining many more people",8vo,NA,History,2,NA,Edinburgh: NA (T194061),NA
6997-spring poem,1728,"Thomson, James, 1700-1748.",Spring,8vo,NA,Literature,6,2,"London: printed: and sold by A. Millar, at Buchanan's Head over-against St. Clement's Church in the Strand; and G. Strahan, at the Golden Ball in Cornhill (T42751)","Strahan, G.; Millar, A."
44926-a poem to memory of mr congreve inscribed to her grace henrietta dutchess of marlborough,1729,"Mallet, David, 1705?-1765.",A poem to the memory of Mr. Congreve,8vo,NA,Literature,2,1,"London: printed in the year (N11684); London: printed for J. Millan, and Sold at his Shop near the Horse-Guards (T53838)","NA; Millan, J."
49521-system of womb with particular account of menses independent of plethora to which are subjoind few observations relating to cold and its effects upon body,1729,"Simson, Thomas, 1696-1764.",The system of the womb,8vo,NA,Scientific Improvement,2,NA,"Edinburgh: printed by Robert Fleming and Company, and sold by the book-sellers in town (N23199)",NA
8973-britannia poem,1729,"Thomson, James, 1700-1748.",Britannia. A poem,2fo,NA,Literature,5,NA,"London: printed for T. Warner, at the Black-Boy, in Pater-Noster-Row (T100015)",NA
13718-methodus differentialis sive tractatus de summatione et interpolatione serierum infinitarum,1730,"Stirling, James, 1692-1770.",Methodus differentialis,4to,NA,Scientific Improvement,4,1,London: typis Gul. Bowyer. Impensis G. Strahan ad Insigne Globi aurati e regione Excambii Regalis (T110104),"Strahan, G."
19866-autumn poem,1730,"Thomson, James, 1700-1748.",Autumn,8vo,NA,Literature,3,1,"Edinburgh: printed by N. Blandford, for J. Millan (T164292); London: printed by N. Blandford, for J. Millan, Bookseller near Whitehall (T77685)","NA; Millan, J."
22631-an essay on education of young british nobleman after he leaves schools,1730,"Keith, William, Sir, 1680-1749.",An essay on the education of a young British nobleman,8vo,NA,Education,3,2,"London: printed for A. Millar, at Buchanan's Head, against St. Clement's Church in the Strand; and sold by J. Roberts, near the Oxford-Arms, in Warwick-Lane (T99191)","Roberts, J.; Millar, A."
38153-a dissertation upon tea explaining its nature and virtues by many new experiments and demonstrating various effects it has on different constitutions,1730,"Short, Thomas, 1690?-1772.",A dissertation upon tea,4to,NA,Scientific Improvement,2,NA,"London: printed by W. Bowyer, for Fletcher Gyles over-against Gray's-Inn in Holborn (T130122)",NA
38942-a list of creations of lords of parliament since that dignity came to be constituted by letters patent in reign of king james vi that are either in public archives or otherwise instructed by patents themselves and other authentic vouchers,1730,"Lovat, Simon Fraser, Lord, 1667 or 1668-1747.",A list of creations of Lords of Parliament,4to,NA,History,2,NA,Edinburgh: NA (T84298); Edinburgh: NA (T145039),NA
51501-a practical essay concerning small pox by william douglass m,1730,"Douglass, William, 1691?-1752.",A practical essay concerning the small pox,8vo,NA,Scientific Improvement,2,NA,London: printed for W.Innys at the West End of St. Paul's (T9145),NA
40219-a treatise of book-keeping or merchants accounts in italian method of debtor and creditor,1731,"Malcolm, Alexander, 1685-1763.",A treatise of book-keeping,4to,NA,Scientific Improvement,2,1,"London: printed for J. Osborn and T. Longman, in Pater-Noster-Row; F. Fayram and E. Symon, at the Royal Exchange (T100700)","Longman, T."
9326-an essay concerning nature of aliments and choice of them according to different constitutions of human bodies,1731,"Arbuthnot, John, 1667-1735.",An essay concerning the nature of aliments,8vo,NA,Scientific Improvement,5,NA,London: printed for J. Tonson in the Strand (T133412),NA
13037-political works of andrew fletcher of saltoun,1732,"Fletcher, Andrew, 1655-1716.",The political works,8vo,NA,Literature,4,NA,"London: re-printed: and sold by A. Bettesworth and C. Hitch, in Pater-Noster-Row; and J. Clarke, under the Royal-Exchange (T59848)",NA
15052-a plan of education,1732,"Ramsay, Chevalier (Andrew Michael), 1686-1743.",A plan of education for a young prince,8vo,NA,Education,4,NA,"London: printed for J. Wilford, at the Three Flower-de-Luces, behind the Chapter-House, near St. Paul's (T65149)",NA
19892-natural experimental and medicinal history of mineral waters,1732,"Short, Thomas, 1690?-1772.","Proposals for printing by subscription, The natural, experimental, and medicinal history of the mineral waters of Derbyshire, Lincolnshire, and Yorkshire",4to,NA,Scientific Improvement,3,NA,London: NA (T130121),NA
34835-royal genealogies or genealogical tables of emperors kings and princes from adam to these times in two parts,1732,"Anderson, James, approximately 1680-1739.",Royal genealogies,2fo,NA,History,2,2,"London: printed for the author by James Bettenham: and sold by E. Symon and J. Clarke in Cornhill; R. Ford in the Poultry; A. Bettesworth and C. Hitch, J. Osborn and T. Longman in Pater-Noster Row; R. Gosling in Fleetstreet; A. Millar, and N. Prevost in the Strand; T. Green at Charing-Cross; J. Jackson in Pall-Mall; and J. Stagg in Westminster-Hall (T133816)","Longman, T.; Millar, A."
41556-nature of charitable corporation and its relation to trade considerd,1732,Britannicus.,"The nature and use of the Charitable Corporation, and its relation to trade, consider'd; in a letter to a Member of Parliament",4to,NA,Scientific Improvement,2,1,"London: printed for A. Millar (T173683); London: printed for A. Millar, at Buchanan's Head, over-against St. Clement's Church, in the Strand (T53564)","Millar, A."
5898-a letter to bishop concerning some important discoveries in philosophy and theology,1732,"Forbes, Duncan, 1685-1747.","A letter to a bishop, concerning some important discoveries in philosophy and theology",4to,Price from imprint: price 1s,Philosophy,7,NA,"London: printed by H. Woodfall; and sold by A. Dodd, the Peacock without Temple-Bar (T67223)",NA
21407-an enquiry into nature of human soul wherein immateriality of soul is evinced from principles of reason and philosophy,1733,"Baxter, Andrew, 1686?-1750.",An enquiry into the nature of the human soul,4to,NA,Philosophy,3,3,"London: printed by James Bettenham, for the author; and sold by G. Strahan, over-against the Royal-Exchange in Cornhil; J. Gray, at the Cross-Keys in the Poultry; A. Millar, at Buchanan's Head in the Strand; A. Lyon, in Russel-Street, Covent-Garden; O. Payne, in Round-Court, in the Strand; and G. Hamilton, opposite to the Parliament-Close, Edinburgh: at whose Shops Subscribers may call for their Books (T32759)","Hamilton, G.; Millar, A.; Strahan, G."
41557-sly subscription on norfolk monarch andc,1733,Britannicus.,The sly subscription,8vo,NA,Philosophy,2,NA,"London: printed for T. Tibbitt, and sold at the pamphlet-shops of London and Westminster (N23415); London: printed for T. Tibbitt, and sold at the pamphlet-shops of London and Westminster (T60664)",NA
41882-an essay concerning effects of air on human bodies by john arbuthnot m,1733,"Arbuthnot, John, 1667-1735.",An essay concerning the effects of air on human bodies,8vo,NA,Scientific Improvement,2,NA,London: printed for J. Tonson in the Strand (T132536),NA
44930-of verbal criticism epistle to mr,1733,"Mallet, David, 1705?-1765.",Of verbal criticism,2fo,NA,Literature,2,NA,"Edinburgh: printed [by Thomas Ruddiman] for Lawton Gilliver, at Homer's Head over-against St. Dunstan's Church, Fleet-Street (N10538); London: printed for Lawton Gilliver (T42141)",NA
45028-interest of scotland considered with regard to its police in imploying of poor its agriculture its trade its manufactures and fisheries,1733,"Lindsay, Patrick, 1686-1753.",The interest of Scotland considered,8vo,NA,Philosophy,2,1,"Edinburgh: printed by R. Fleming and Company, and sold by Gavin Hamilton at his Shop opposite to the Parliament-Close (T17536)","Hamilton, Gavin"
4708-english malady or treatise of nervous diseases of all kinds as spleen vapours lowness of spirits hypochondriacal and hysterical distempers andc,1733,"Cheyne, George, 1671-1743.",The English malady,8vo,NA,Scientific Improvement,8,2,"London: printed for G. Strahan in Cornhill, and J. Leake at Bath (T53892)","Strahan, G.; Leake, J."
53816-to divine majesty poem,1733,"Preston, William, approximately 1680-1752.",To the divine majesty,8vo,NA,Literature,2,NA,"Edinburgh: printed for, and sold by Alexander Davidson Bookseller in Bell's-Wynd, where are to be had several of the Author's Poems, and other curious new Pamphlets (N34520)",NA
1412-liberty poem,1735,"Thomson, James, 1700-1748.",Antient and modern Italy compared,4to,NA,Literature,18,1,"Edinburgh: Printed by W. Cheyne (T167309); London: printed for A. Millar (N54974); London: printed for A. Millar (N54975); London: printed for A. Millar (N54976); London: printed for A. Millar, over-against St. Clement's Church in the Strand (T22178); London: printed for A. Millar (T35871); London: printed for A. Millar (T45221); London: printed for A. Millar (N473323); London: printed for A. Millar (N473330)","NA; Millar, A."
16032-an enquiry into life and writings of homer,1735,"Blackwell, Thomas, 1701-1757.",An enquiry into the life and writings of Homer,8vo,NA,Literature,4,NA,London: NA (T70410),NA
22180-reasons for encouraging linnen manufacture of scotland and other parts of great-britain humbly submitted to parliament by author of interest of scotland considerd,1735,"Lindsay, Patrick, 1686-1753.","Reasons for encouraging the linnen manufacture of Scotland, and other parts of Great-Britain. Humbly submitted to Parliament. By the Author of the interest of Scotland consider'd, &c",8vo,NA,Scientific Improvement,3,NA,"London: Printed for J. Peele, at Locke's Head in Amen-Corner, Pater-Noster-Row (T46384); London: Printed for J. Peele in London: and sold by Gavin Hamilton, at his shop opposite to the Parliament-Close in Edinburgh (T46385)",NA
