estc_id,publication_year,actor_id,actor_name_primary,publication_place,actor_addresses,city_or_assumed_address,publisher,actor_roles_all,,
T179626,1729,martinbryson_0,"Bryson,",Edinburgh,Newcastle,,"Printed for and sold by Allan Ramsay as his Shop the east-end of the Lucken-booths; Mr. Longman and Mr. Millar, London; Mr. Bryson and Mr. Aikenhead at Newcastle, and Mr. Carmichael in Glasgow",bookseller; publisher,FALSE,18
T179626,1729,rakenhead_3,"Aikenhead,",Edinburgh,Newcastle,,"Printed for and sold by Allan Ramsay as his Shop the east-end of the Lucken-booths; Mr. Longman and Mr. Millar, London; Mr. Bryson and Mr. Aikenhead at Newcastle, and Mr. Carmichael in Glasgow",bookseller; publisher,TRUE,18
T179626,1729,63865137,"Carmichael,",Edinburgh,Glasgow,,"Printed for and sold by Allan Ramsay as his Shop the east-end of the Lucken-booths; Mr. Longman and Mr. Millar, London; Mr. Bryson and Mr. Aikenhead at Newcastle, and Mr. Carmichael in Glasgow",bookseller; publisher,TRUE,18
T179626,1729,15008766,"Millar,",Edinburgh,London,,"Printed for and sold by Allan Ramsay as his Shop the east-end of the Lucken-booths; Mr. Longman and Mr. Millar, London; Mr. Bryson and Mr. Aikenhead at Newcastle, and Mr. Carmichael in Glasgow",bookseller; publisher,TRUE,18
T179626,1729,mrthomaslongman_0,"Longman,",Edinburgh,NA,London,"Printed for and sold by Allan Ramsay as his Shop the east-end of the Lucken-booths; Mr. Longman and Mr. Millar, London; Mr. Bryson and Mr. Aikenhead at Newcastle, and Mr. Carmichael in Glasgow",bookseller; publisher,TRUE,18
T179626,1729,77108557,"Ramsay, Allan, 1685-1758.",Edinburgh,Edinburgh,Edinburgh,"Printed for and sold by Allan Ramsay as his Shop the east-end of the Lucken-booths; Mr. Longman and Mr. Millar, London; Mr. Bryson and Mr. Aikenhead at Newcastle, and Mr. Carmichael in Glasgow",bookseller; publisher; author,TRUE,18
T94250,1729,71442890,"Strahan, G.",London,Golden-Ball @@ Sir Isaac Newton's Head @@ Cornhill,London,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",publisher,FALSE,19
T94250,1729,27299050,"Innys, W.",London,St Paul's Church-Yard @@ Edinburgh @@ Parliament-Close,London,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",publisher,TRUE,19
T94250,1729,alexandersymmer_1,"Symmer, A.",London,Parliament-Close,Edinburgh,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",bookseller,TRUE,19
T94250,1729,tgreen_2,"Green, T.",London,St Paul's Church-Yard @@ Edinburgh @@ Parliament-Close,London,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",publisher,TRUE,19
T94250,1729,44346490,"Giannone, Pietro, 1676-1748.",London,NA,,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",author,TRUE,19
T94250,1729,ajohnston_0,"Johnston, A.",London,St Paul's Church-Yard @@ Edinburgh @@ Parliament-Close,London,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",publisher,TRUE,19
T94250,1729,bbti_53640,"Penn, J.",London,Westminster-Hall,London,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",publisher,TRUE,19
T94250,1729,96922797,"Pote, J.",London,Charing-Cross,London,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",publisher,TRUE,19
T94250,1729,15008766,"Millar, A.",London,Buchanan's Head @@ Strand,,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",publisher,TRUE,19
T94250,1729,rwillock_1,"Willock, R.",London,St Paul's Church-Yard @@ Edinburgh @@ Parliament-Close,London,"printed for W. Innys, in St. Paul's Church-Yard; G. Strahan, at the Golden-Ball, and R. Willock, at Sir Isaac Newton's Head, in Cornhill; A. Millar, at Buchanan's Head, in the Strand; T. Green, and J. Pote, near Charing-Cross; J. Penn, in Westminster-Hall; A. Johnston, engraver, in St. Martin's-Lane; and sold by the booksellers of London and Westminster: and at Edinburgh, by A. Symmer, in the Parliament-Close",publisher,TRUE,19
T185300,1730,36768263,"Bettesworth, A.",London,Pater-noster-Row,London,"Printed for A. Bettesworth in Pater-noster-Row, and J. Mack-Euen at Edinburgh; and sold by T. Ryles in Hull, and T. Hammond, Jun. in York",publisher,FALSE,20
T185300,1730,bbti_60441,"Ryles, T.",London,Hull,,"Printed for A. Bettesworth in Pater-noster-Row, and J. Mack-Euen at Edinburgh; and sold by T. Ryles in Hull, and T. Hammond, Jun. in York",bookseller,TRUE,20
T185300,1730,thomashammondinn_0,"Jr, T. Hammond",London,York,,"Printed for A. Bettesworth in Pater-noster-Row, and J. Mack-Euen at Edinburgh; and sold by T. Ryles in Hull, and T. Hammond, Jun. in York",bookseller,TRUE,20
T185300,1730,jamesmackeuen_0,"Mack-Euen, J.",London,Edinburgh,,"Printed for A. Bettesworth in Pater-noster-Row, and J. Mack-Euen at Edinburgh; and sold by T. Ryles in Hull, and T. Hammond, Jun. in York",publisher,TRUE,20
T185300,1730,100219060,"Nepos, Cornelius.",London,NA,,"Printed for A. Bettesworth in Pater-noster-Row, and J. Mack-Euen at Edinburgh; and sold by T. Ryles in Hull, and T. Hammond, Jun. in York",author,TRUE,20
T105189,1731,williambruce_0,"Bruce, W.",Edinburgh,Dublin,,"printed by R. Fleming and Company, for John Trail, and sold by him at his Shop in the Parliament Closs, and by most booksellers in town, and by Mess. Midwinter and Ward in London, and W. Bruce in Dublin",bookseller,FALSE,21
T105189,1731,bbti_47165,Mess. Midwinter and Ward,Edinburgh,London,,"printed by R. Fleming and Company, for John Trail, and sold by him at his Shop in the Parliament Closs, and by most booksellers in town, and by Mess. Midwinter and Ward in London, and W. Bruce in Dublin",bookseller,TRUE,21
T105189,1731,42739611,"Traill, Robert, 1642-1716.",Edinburgh,NA,Edinburgh,"printed by R. Fleming and Company, for John Trail, and sold by him at his Shop in the Parliament Closs, and by most booksellers in town, and by Mess. Midwinter and Ward in London, and W. Bruce in Dublin",author,TRUE,21
T105189,1731,rflemingandcompany_0,R. Fleming and Company,Edinburgh,NA,Edinburgh,"printed by R. Fleming and Company, for John Trail, and sold by him at his Shop in the Parliament Closs, and by most booksellers in town, and by Mess. Midwinter and Ward in London, and W. Bruce in Dublin",printer,TRUE,21
T105189,1731,johntraill_0,"Trail, John",Edinburgh,NA,Edinburgh,"printed by R. Fleming and Company, for John Trail, and sold by him at his Shop in the Parliament Closs, and by most booksellers in town, and by Mess. Midwinter and Ward in London, and W. Bruce in Dublin",publisher,TRUE,21
N63217,1732,alexanderbeck_0,"Beck,",Edinburgh,Perth,,"printed for, and sold by Allan Ramsay; Mr. Longman in London; Mr. Bryson, and Mr. Aikenhead in Newcastle; Mr. Carmichael in Glasgow; Mr. Scot in Inverness, and Mr. Beck in Perth",bookseller; publisher,FALSE,22
N63217,1732,63865137,"Carmichael,",Edinburgh,Glasgow,,"printed for, and sold by Allan Ramsay; Mr. Longman in London; Mr. Bryson, and Mr. Aikenhead in Newcastle; Mr. Carmichael in Glasgow; Mr. Scot in Inverness, and Mr. Beck in Perth",bookseller; publisher,TRUE,22
N63217,1732,77108557,"Ramsay, Allan, 1685-1758.",Edinburgh,NA,Edinburgh,"printed for, and sold by Allan Ramsay; Mr. Longman in London; Mr. Bryson, and Mr. Aikenhead in Newcastle; Mr. Carmichael in Glasgow; Mr. Scot in Inverness, and Mr. Beck in Perth",author; bookseller; publisher,TRUE,22
N63217,1732,12361047,"Longman,",Edinburgh,London,,"printed for, and sold by Allan Ramsay; Mr. Longman in London; Mr. Bryson, and Mr. Aikenhead in Newcastle; Mr. Carmichael in Glasgow; Mr. Scot in Inverness, and Mr. Beck in Perth",bookseller; publisher,TRUE,22
N63217,1732,mrscot_0,"Scot,",Edinburgh,Inverness,,"printed for, and sold by Allan Ramsay; Mr. Longman in London; Mr. Bryson, and Mr. Aikenhead in Newcastle; Mr. Carmichael in Glasgow; Mr. Scot in Inverness, and Mr. Beck in Perth",bookseller; publisher,TRUE,22
N63217,1732,76165466,"Aikenhead,",Edinburgh,Newcastle,,"printed for, and sold by Allan Ramsay; Mr. Longman in London; Mr. Bryson, and Mr. Aikenhead in Newcastle; Mr. Carmichael in Glasgow; Mr. Scot in Inverness, and Mr. Beck in Perth",bookseller; publisher,TRUE,22
N63217,1732,robertbryson_3,"Bryson,",Edinburgh,Newcastle,,"printed for, and sold by Allan Ramsay; Mr. Longman in London; Mr. Bryson, and Mr. Aikenhead in Newcastle; Mr. Carmichael in Glasgow; Mr. Scot in Inverness, and Mr. Beck in Perth",bookseller; publisher,TRUE,22
T57164,1732,bbti_51499,"Osborn, J.",Edinburgh,London @@ Ship @@ Pater-Noster-Row,London,"printed by T. and W. Ruddimans, for Mr. William Monro, Bookseller. Sold at his shop, and by most booksellers in Edinburgh; and at London by J. Osborn and T. Longman at the Ship in Pater-Noster-Row",bookseller,FALSE,23
T57164,1732,12361047,"Longman, T.",Edinburgh,his shop @@ London @@ Ship @@ Pater-Noster-Row,London,"printed by T. and W. Ruddimans, for Mr. William Monro, Bookseller. Sold at his shop, and by most booksellers in Edinburgh; and at London by J. Osborn and T. Longman at the Ship in Pater-Noster-Row",bookseller,TRUE,23
T57164,1732,14876201,"Monro, Alexander, 1697-1767.",Edinburgh,NA,,"printed by T. and W. Ruddimans, for Mr. William Monro, Bookseller. Sold at his shop, and by most booksellers in Edinburgh; and at London by J. Osborn and T. Longman at the Ship in Pater-Noster-Row",author,TRUE,23
T57164,1732,mrwilliammonro_0,"Monro, William",Edinburgh,NA,Edinburgh,"printed by T. and W. Ruddimans, for Mr. William Monro, Bookseller. Sold at his shop, and by most booksellers in Edinburgh; and at London by J. Osborn and T. Longman at the Ship in Pater-Noster-Row",publisher,TRUE,23
T57164,1732,twruddimannos_0,T. and W. Ruddimans,Edinburgh,NA,Edinburgh,"printed by T. and W. Ruddimans, for Mr. William Monro, Bookseller. Sold at his shop, and by most booksellers in Edinburgh; and at London by J. Osborn and T. Longman at the Ship in Pater-Noster-Row",printer,TRUE,23
N68050,1733,156947758,Philosophical Society of Edinburgh.,Edinburgh,NA,,"printed by T. and W. Ruddimans, for W. Monro and W. Drummond. Sold by them and the other booksellers in Edinburgh; by Mess. T. Longman, W. Innys and R. Manby, A. Bettesworth and C. Hitch, C. Rivington, J. Davidson, J. Oswald, and E. Cave, London; and Mess. Bruc and Smith, Dublin; A. Stalker, Glasgow, and Westein and Smith at Amsterdam",corporate author,FALSE,24
N68050,1733,winnys_1,"Innys, W.",Edinburgh,London,,"printed by T. and W. Ruddimans, for W. Monro and W. Drummond. Sold by them and the other booksellers in Edinburgh; by Mess. T. Longman, W. Innys and R. Manby, A. Bettesworth and C. Hitch, C. Rivington, J. Davidson, J. Oswald, and E. Cave, London; and Mess. Bruc and Smith, Dublin; A. Stalker, Glasgow, and Westein and Smith at Amsterdam",bookseller,TRUE,24
N68050,1733,westeinsmith_0,Westein and Smith,Edinburgh,Amsterdam,,"printed by T. and W. Ruddimans, for W. Monro and W. Drummond. Sold by them and the other booksellers in Edinburgh; by Mess. T. Longman, W. Innys and R. Manby, A. Bettesworth and C. Hitch, C. Rivington, J. Davidson, J. Oswald, and E. Cave, London; and Mess. Bruc and Smith, Dublin; A. Stalker, Glasgow, and Westein and Smith at Amsterdam",bookseller,TRUE,24
N68050,1733,abettesworth_3,"Bettesworth, A.",Edinburgh,London,,"printed by T. and W. Ruddimans, for W. Monro and W. Drummond. Sold by them and the other booksellers in Edinburgh; by Mess. T. Longman, W. Innys and R. Manby, A. Bettesworth and C. Hitch, C. Rivington, J. Davidson, J. Oswald, and E. Cave, London; and Mess. Bruc and Smith, Dublin; A. Stalker, Glasgow, and Westein and Smith at Amsterdam",bookseller,TRUE,24
N68050,1733,andrewstalker_1,"Stalker, A.",Edinburgh,Glasgow,,"printed by T. and W. Ruddimans, for W. Monro and W. Drummond. Sold by them and the other booksellers in Edinburgh; by Mess. T. Longman, W. Innys and R. Manby, A. Bettesworth and C. Hitch, C. Rivington, J. Davidson, J. Oswald, and E. Cave, London; and Mess. Bruc and Smith, Dublin; A. Stalker, Glasgow, and Westein and Smith at Amsterdam",bookseller,TRUE,24
N68050,1733,rmanby_0,"Manby, R.",Edinburgh,London,,"printed by T. and W. Ruddimans, for W. Monro and W. Drummond. Sold by them and the other booksellers in Edinburgh; by Mess. T. Longman, W. Innys and R. Manby, A. Bettesworth and C. Hitch, C. Rivington, J. Davidson, J. Oswald, and E. Cave, London; and Mess. Bruc and Smith, Dublin; A. Stalker, Glasgow, and Westein and Smith at Amsterdam",bookseller,TRUE,24
N68050,1733,messbrucandsmith_0,Mess. Bruc and Smith,Edinburgh,Dublin,,"printed by T. and W. Ruddimans, for W. Monro and W. Drummond. Sold by them and the other booksellers in Edinburgh; by Mess. T. Longman, W. Innys and R. Manby, A. Bettesworth and C. Hitch, C. Rivington, J. Davidson, J. Oswald, and E. Cave, London; and Mess. Bruc and Smith, Dublin; A. Stalker, Glasgow, and Westein and Smith at Amsterdam",bookseller,TRUE,24
N68050,1733,5259928,"Cave, E.",Edinburgh,London,,"printed by T. and W. Ruddimans, for W. Monro and W. Drummond. Sold by them and the other booksellers in Edinburgh; by Mess. T. Longman, W. Innys and R. Manby, A. Bettesworth and C. Hitch, C. Rivington, J. Davidson, J. Oswald, and E. Cave, London; and Mess. Bruc and Smith, Dublin; A. Stalker, Glasgow, and Westein and Smith at Amsterdam",bookseller,TRUE,24
